date,open,high,low,close,adj close,volume,dividends,stock splits,SMA_20,EMA_20,RSI,MACD,MACD_signal,MACD_hist
2004-08-19,2.490664005279541,2.591784954071045,2.3900420665740967,2.4991331100463867,2.496292352676392,897427216,0.0,0.0,,,,,,
2004-08-20,2.515820026397705,2.7168169021606445,2.5031180381774902,2.697638988494873,2.694572687149048,458857488,0.0,0.0,,,,,,
2004-08-23,2.758410930633545,2.8264060020446777,2.71606993675232,2.7247869968414307,2.7216899394989014,366857939,0.0,0.0,,,,,,
2004-08-24,2.770615100860596,2.779581069946289,2.579581022262573,2.611959934234619,2.6089909076690674,306396159,0.0,0.0,,,,,,
2004-08-25,2.614201068878174,2.689918041229248,2.5873019695281982,2.640104055404663,2.637103080749512,184645512,0.0,0.0,,,,,,
2004-08-26,2.6139519214630127,2.6886720657348637,2.606729030609131,2.687675952911377,2.6846210956573486,142572401,0.0,0.0,,,,,,
2004-08-27,2.6924080848693848,2.705359935760498,2.632383108139038,2.643840074539185,2.6408348083496094,124826132,0.0,0.0,,,,,,
2004-08-30,2.622170925140381,2.627402067184448,2.540726900100708,2.540726900100708,2.537838935852051,104429967,0.0,0.0,,,,,,
2004-08-31,2.547950029373169,2.5830678939819336,2.544462919235229,2.5496931076049805,2.546794891357422,98825037,0.0,0.0,,,,,,
2004-09-01,2.5579121112823486,2.5646369457244877,2.482445001602173,2.496891021728516,2.49405288696289,183633734,0.0,0.0,,,,,,
2004-09-02,2.470489978790283,2.5496931076049805,2.4642629623413086,2.528273105621338,2.525399208068848,303810504,0.0,0.0,,,,,,
2004-09-03,2.5143260955810547,2.5340020656585693,2.473727941513061,2.490912914276123,2.488081693649292,103538639,0.0,0.0,,,,,,
2004-09-07,2.515820026397705,2.540477991104126,2.4809510707855225,2.5300168991088867,2.527141094207764,117506800,0.0,0.0,,,,,,
2004-09-08,2.5090949535369877,2.566132068634033,2.5031180381774902,2.547950029373169,2.5450539588928223,100186120,0.0,0.0,,,,,,
2004-09-09,2.553678035736084,2.5581610202789307,2.515571117401123,2.548198938369751,2.545302391052246,81620792,0.0,0.0,,,53.27567342492407,,,
2004-09-10,2.53051495552063,2.6540520191192627,2.523042917251587,2.6234169006347656,2.6204349994659424,174804764,0.0,0.0,,,57.836033783546235,,,
2004-09-13,2.655795097351074,2.7001290321350098,2.6515610218048096,2.677464008331299,2.6744205951690674,157628624,0.0,0.0,,,60.796857620381395,,,
2004-09-14,2.6762189865112305,2.789544105529785,2.6597800254821777,2.7768421173095703,2.7736856937408447,217608605,0.0,0.0,,,65.58262717117246,,,
2004-09-15,2.753679037094116,2.845086097717285,2.7447121143341064,2.789544105529785,2.786373376846313,215279909,0.0,0.0,,,66.15139798074074,,,
2004-09-16,2.798012018203736,2.8841888904571533,2.780827045440674,2.8386099338531494,2.835383415222168,186207345,0.0,0.0,2.622183954715729,2.622183954715729,68.3286948890648,,,
2004-09-17,2.849817991256714,2.9262819290161133,2.8281490802764893,2.9262819290161133,2.9229557514190674,190350817,0.0,0.0,2.643541395664215,2.6511456665538606,71.81711517606304,,,
2004-09-20,2.912832021713257,3.028647899627685,2.90834903717041,2.9728569984436035,2.969477891921997,213585582,0.0,0.0,2.6573022961616517,2.6817848410195504,73.48776883241152,,,
2004-09-21,2.984065055847168,2.999258041381836,2.9267799854278564,2.9349989891052246,2.9316627979278564,145262446,0.0,0.0,2.6678128957748415,2.705900474170567,69.862548950993,,,
2004-09-22,2.9240400791168213,2.9805779457092285,2.9093449115753174,2.9484479427337646,2.945096492767334,152344894,0.0,0.0,2.6846372961997984,2.7290002330813476,70.42078936814747,,,
2004-09-23,2.959906101226806,3.0543019771575928,2.9145750999450684,3.009221076965332,3.005800724029541,171524515,0.0,0.0,2.703093147277832,2.75568793249887,72.86662050513368,,,
2004-09-24,3.012208938598633,3.090914011001587,2.9828200340271,2.984563112258911,2.981170654296875,183336625,0.0,0.0,2.717937505245209,2.777485568666493,70.32573867587543,,,
2004-09-27,2.9778380393981934,3.0107150077819824,2.9340031147003174,2.945460081100464,2.94211220741272,141994242,0.0,0.0,2.7330185055732725,2.793483141279252,66.3731111087719,,,
2004-09-28,3.0211760997772217,3.1731059551239014,2.994028091430664,3.1596570014953613,3.1560654640197754,340190355,0.0,0.0,2.7639650106430054,2.828356842252215,74.74620158479652,,,
2004-09-29,3.155672073364258,3.3628950119018555,3.14396595954895,3.264763116836548,3.261052131652832,613229953,0.0,0.0,2.799718511104584,2.86991934459358,77.68276227402615,,,
2004-09-30,3.235373020172119,3.295149087905884,3.2129569053649902,3.227900981903076,3.2242319583892822,276468402,0.0,0.0,2.8362690091133116,2.904012833861151,74.41457121382005,,,
2004-10-01,3.257788896560669,3.343467950820923,3.210465908050537,3.302123069763184,3.298369646072388,303934969,0.0,0.0,2.8749615073204042,2.9419280944232495,76.55350830544602,,,
2004-10-04,3.368623971939087,3.4089720249176025,3.3382370471954346,3.3638908863067627,3.360067367553711,261693228,0.0,0.0,2.918610405921936,2.982115026983584,78.18776140622401,,,
2004-10-05,3.353929042816162,3.450316905975342,3.2936549186706543,3.4463319778442383,3.4424147605896,300887589,0.0,0.0,2.9644261598587036,3.026326165160789,80.17404698345472,,,
2004-10-06,3.4259090423583984,3.448324918746948,3.3873040676116943,3.414202928543091,3.4103221893310547,268900140,0.0,0.0,3.0077388048172,3.063266809292437,77.22266736911213,0.21763152071755787,0.1750302308134204,0.042601289904137474
2004-10-07,3.4102180004119877,3.483941078186035,3.4010019302368164,3.458287000656128,3.4543561935424805,283643194,0.0,0.0,3.0532432079315184,3.100887779898503,78.3977252636763,0.22299318658930511,0.18462282196859733,0.03837036462070778
2004-10-08,3.455049991607666,3.4789600372314453,3.412708044052124,3.430392026901245,3.426492929458618,222442656,0.0,0.0,3.0935919642448426,3.132269136755907,75.73526291853352,0.22242744899168843,0.19218374737321556,0.030243701618472868
2004-10-11,3.412209987640381,3.458537101745605,3.333754062652588,3.368872880935669,3.3650436401367188,210437827,0.0,0.0,3.128162407875061,3.154802826677789,70.08252588135558,0.21454191132118305,0.19665538016280906,0.01788653115837399
2004-10-12,3.3484489917755127,3.427402973175049,3.3225460052490234,3.422173023223877,3.418283224105835,234419380,0.0,0.0,3.1604289531707765,3.1802666549202736,72.03035290170168,0.21017072465279574,0.1993584490608064,0.010812275591989329
2004-10-13,3.56961989402771,3.5753490924835205,3.4889230728149414,3.509346008300781,3.505357027053833,397203256,0.0,0.0,3.196419048309326,3.211607545718417,74.90777080039261,0.21130486809933613,0.20174773286851236,0.009557135230823771
2004-10-14,3.5120859146118164,3.546207904815674,3.4510650634765625,3.536742925643921,3.532722949981689,209835578,0.0,0.0,3.231325697898865,3.2425728199970365,75.75206757845427,0.21197091841560178,0.20379236997793024,0.008178548437671546
2004-10-15,3.60971999168396,3.6239171028137207,3.5354979038238525,3.589296102523804,3.5852162837982178,265150137,0.0,0.0,3.264476406574249,3.275594084999586,77.327966367366,0.21426940592542287,0.20588777716742876,0.008381628757994114
2004-10-18,3.5666310787200928,3.716070890426636,3.5170669555664062,3.715075016021729,3.7108521461486816,282061287,0.0,0.0,3.3015873074531554,3.3174494117635995,80.5809067481615,0.22366204415744884,0.20944263056543277,0.014219413592016061
2004-10-19,3.7484500408172607,3.7957730293273926,3.669994115829468,3.6846890449523926,3.680500745773315,363918964,0.0,0.0,3.339071810245514,3.3524246149244368,77.68121649290227,0.22604814144302132,0.21276373274095048,0.013284408702070843
2004-10-20,3.686929941177368,3.710840940475464,3.476967096328736,3.499134063720703,3.495156764984131,456613107,0.0,0.0,3.366606116294861,3.366396943381224,62.81592584187439,0.21053943692243138,0.21231887357724666,-0.0017794366548152807
2004-10-21,3.596518993377685,3.73923397064209,3.5272789001464844,3.7205541133880615,3.716325044631958,585767401,0.0,0.0,3.4021727681159972,3.4001261976675896,70.1552265663449,0.21365257054019215,0.21258561296983575,0.0010669575703564083
2004-10-22,4.247579097747803,4.487430095672607,4.086681842803955,4.294652938842773,4.289771556854248,1481207196,0.0,0.0,3.4676772594451903,3.485319220636655,80.75930393548875,0.25945390551299985,0.22195927147846856,0.03749463403453129
2004-10-25,4.393531799316406,4.842598915100098,4.297640800476074,4.667504787445068,4.6621994972229,1315480331,0.0,0.0,3.553779494762421,3.597908322237456,84.58903841655078,0.32212457006096074,0.241992331194967,0.08013223886599374
2004-10-26,4.641104221343994,4.79801607131958,4.483195781707764,4.5280280113220215,4.522881031036377,895628499,0.0,0.0,3.6221980452537537,3.6864911497693194,78.30970214597399,0.3564282302860322,0.26487951101318,0.09154871927285219
2004-10-27,4.5509419441223145,4.720306873321533,4.527280807495117,4.6318888664245605,4.62662410736084,536262538,0.0,0.0,3.6905543327331545,3.776529027546009,79.52837370200538,0.38752765360119357,0.28940913953078273,0.09811851407041083
2004-10-28,4.649571895599365,4.841601848602295,4.622673034667969,4.814454078674316,4.808981895446777,596097978,0.0,0.0,3.769881987571716,3.875379032415372,81.49638897742305,0.42204063576717,0.3159354387780602,0.1061051969891098
2004-10-29,4.953681945800781,4.980082988739014,4.747206211090088,4.748202800750732,4.742805480957031,849672890,0.0,0.0,3.8421859741210938,3.958505105590168,78.54546414429693,0.4389861393874397,0.3405455788999361,0.0984405604875036
2004-11-01,4.820681095123291,4.923295974731445,4.763894081115723,4.882449150085449,4.876899242401123,490828877,0.0,0.0,3.918113887310028,4.04649977649448,80.11656512693386,0.4579689505538109,0.36403025323071103,0.0939386973230999
2004-11-02,4.950942993164063,4.962648868560791,4.815451145172119,4.85355806350708,4.84804105758667,455553149,0.0,0.0,3.98847519159317,4.12336247049568,78.77952509708223,0.4653178019621942,0.3842877629770077,0.08103003898518651
2004-11-03,4.935998916625977,5.02117919921875,4.750942230224609,4.773856163024902,4.768429756164551,557630330,0.0,0.0,4.05645785331726,4.185314250736559,75.05810116055979,0.45941469573984595,0.3993131495295753,0.06010154621027064
2004-11-04,4.693408012390137,4.742225170135498,4.566633224487305,4.60025691986084,4.595027923583984,578544429,0.0,0.0,4.113556349277497,4.224832600176966,67.57090273484212,0.435705887185148,0.40659169706068987,0.02911419012445815
2004-11-05,4.532511234283447,4.540481090545654,4.198015213012695,4.217939853668213,4.2131452560424805,796297573,0.0,0.0,4.152933740615845,4.224176148128513,54.64327034670615,0.38166707306926106,0.4016067722624041,-0.019939699193143035
2004-11-08,4.257293224334717,4.369622230529785,4.219184875488281,4.297640800476074,4.292755603790283,449349985,0.0,0.0,4.199372136592865,4.231172781685424,56.51120272049979,0.34133739881420233,0.38955289757276373,-0.048215498758561404
2004-11-09,4.336246967315674,4.363644123077393,4.116321086883545,4.201751232147217,4.196975231170654,444226854,0.0,0.0,4.238351047039032,4.228370729348452,53.64854183144694,0.2982008804990848,0.37128249415802794,-0.07308161365894317
2004-11-10,4.250816822052002,4.296894073486328,4.142722129821777,4.180829048156738,4.176076889038086,427355853,0.0,0.0,4.27192519903183,4.223842950187336,53.01747589507225,0.25933715625296827,0.348893426577016,-0.08955627032404773
2004-11-11,4.212460994720459,4.576595783233643,4.173605918884277,4.558413982391357,4.553232669830322,601666773,0.0,0.0,4.323008751869201,4.255706858016291,61.7598391905288,0.2560536957568873,0.33032548041299026,-0.07427178465610296
2004-11-12,4.613458156585693,4.727281093597412,4.418438911437988,4.533009052276611,4.527856349945068,672354740,0.0,0.0,4.370194399356842,4.282116590802988,60.938220513274885,0.24853658902565456,0.3139677021355231,-0.06543111310986854
2004-11-15,4.494403839111328,4.69041919708252,4.452063083648682,4.604491233825684,4.599257469177246,477844390,0.0,0.0,4.41466521024704,4.31281893775753,62.45184192018493,0.24551707442788295,0.30027757659399507,-0.05476050216611211
2004-11-16,4.420928955078125,4.469995021820068,4.254802227020264,4.297391891479492,4.292507171630859,839832142,0.0,0.0,4.445300352573395,4.31134969525486,52.95761834926649,0.21585548924898834,0.28339315912499374,-0.0675376698760054
2004-11-17,4.209721088409424,4.420928955078125,4.209222793579102,4.296395778656006,4.2915120124816895,728034662,0.0,0.0,4.48516343832016,4.309925512721636,52.929510578122894,0.19007700195482968,0.26472992769096093,-0.07465292573613125
2004-11-18,4.241352081298828,4.344216823577881,4.127778053283691,4.172859191894531,4.168116092681885,667677273,0.0,0.0,4.507778692245483,4.296871577404769,49.425836185624085,0.15785929129091514,0.24335580041095178,-0.08549650912003665
2004-11-19,4.211712837219238,4.233631134033203,4.147453784942627,4.219184875488281,4.214389324188232,352086780,0.0,0.0,4.504005289077758,4.2894728438889125,50.742601133665445,0.13451402503132748,0.22158744533502692,-0.08707342030369944
2004-11-22,4.096395969390869,4.221675872802734,4.017691135406494,4.112086772918701,4.107412815093994,496582362,0.0,0.0,4.476234388351441,4.27257893236794,47.65358786273876,0.10614721251434656,0.19849939877089084,-0.09235218625654429
