date,open,high,low,close,adj close,volume,dividends,stock splits,SMA_20,EMA_20,RSI,MACD,MACD_signal,MACD_hist
2012-12-12,28.0,28.13999938964844,27.3700008392334,27.57999992370605,27.523441314697266,46704200,0.0,0.0,,,,,,
2012-12-13,27.59000015258789,28.75,27.43000030517578,28.239999771118164,28.18208694458008,81051600,0.0,0.0,,,,,,
2012-12-14,28.18000030517578,28.32999992370605,26.76000022888184,26.809999465942383,26.75502014160156,91631600,0.0,0.0,,,,,,
2012-12-17,26.770000457763672,27.0,26.31999969482422,26.75,26.69514274597168,57742500,0.0,0.0,,,,,,
2012-12-18,26.959999084472656,27.90999984741211,26.899999618530277,27.709999084472656,27.653173446655277,60512900,0.0,0.0,,,,,,
2012-12-19,27.82999992370605,28.21999931335449,26.950000762939453,27.40999984741211,27.353790283203125,61390300,0.0,0.0,,,,,,
2012-12-20,27.489999771118164,27.600000381469727,27.1299991607666,27.36000061035156,27.30389213562012,35574800,0.0,0.0,,,,,,
2012-12-21,26.65999984741211,27.01000022888184,26.1200008392334,26.26000022888184,26.206148147583008,54555200,0.0,0.0,,,,,,
2012-12-24,26.5,26.959999084472656,26.200000762939453,26.93000030517578,26.874774932861328,28230100,0.0,0.0,,,,,,
2012-12-26,27.030000686645508,27.18000030517578,26.3799991607666,26.51000022888184,26.45563507080078,33175400,0.0,0.0,,,,,,
2012-12-27,26.549999237060547,26.799999237060547,25.520000457763672,26.049999237060547,25.99657821655273,43481700,0.0,0.0,,,,,,
2012-12-28,25.479999542236328,26.11000061035156,25.149999618530277,25.90999984741211,25.85686492919922,56574800,0.0,0.0,,,,,,
2012-12-31,26.200000762939453,26.989999771118164,26.11000061035156,26.6200008392334,26.565410614013672,60374500,0.0,0.0,,,,,,
2013-01-02,27.440000534057617,28.18000030517578,27.420000076293945,28.0,27.94257926940918,69846400,0.0,0.0,,,,,,
2013-01-03,27.8799991607666,28.46999931335449,27.59000015258789,27.770000457763672,27.71305274963379,63140600,0.0,0.0,,,51.108521488391126,,,
2013-01-04,28.01000022888184,28.93000030517578,27.82999992370605,28.76000022888184,28.701021194458008,72715400,0.0,0.0,,,56.51792444543566,,,
2013-01-07,28.690000534057617,29.790000915527344,28.649999618530277,29.420000076293945,29.359668731689453,83781800,0.0,0.0,,,59.7177295611498,,,
2013-01-08,29.51000022888184,29.600000381469727,28.86000061035156,29.059999465942383,29.00040626525879,45871300,0.0,0.0,,,57.243262237277456,,,
2013-01-09,29.670000076293945,30.600000381469727,29.489999771118164,30.59000015258789,30.527267456054688,104787700,0.0,0.0,,,64.05937982904378,,,
2013-01-10,30.600000381469727,31.450000762939453,30.280000686645508,31.299999237060547,31.235811233520508,95316400,0.0,0.0,27.751999950408937,27.751999950408937,66.71141168620518,,,
